disaster_type,severity_score,affected_population,country,gdp_per_capita,infrastructure_density,casualties,economic_damage_million_usd
flood,0.168,43427,Chile,15000,0.483,18,0.13
tornado,0.85,67124,Indonesia,4300,0.913,403,0.32
earthquake,0.263,163152,Bangladesh,2500,0.794,360,0.17
earthquake,0.922,186310,Nigeria,2100,0.972,803,0.84
hurricane,0.212,85595,Bangladesh,2500,0.31,46,0.06
volcano,0.719,35640,India,2100,0.301,272,0.03
landslide,0.87,59048,Turkey,9600,0.225,180,0.2
flood,0.648,3026,China,12500,0.799,6,0.04
landslide,0.733,10434,Australia,55000,0.624,31,0.44
wildfire,0.868,55318,USA,63000,0.708,12,2.36
landslide,0.766,50223,Australia,55000,0.253,38,0.92
drought,0.727,3312,Mexico,10000,0.736,13,0.01
earthquake,0.508,92165,Haiti,1400,0.575,560,0.02
tsunami,0.141,11481,USA,63000,0.6,8,0.09
hurricane,0.611,17806,Australia,55000,0.826,14,0.86
tsunami,0.766,3885,Chile,15000,0.346,15,0.01
tsunami,0.665,625,Bangladesh,2500,0.673,2,0.0
wildfire,0.47,109325,Japan,40000,0.442,186,3.11
earthquake,0.527,15975,Mexico,10000,0.413,72,0.05
hurricane,0.264,121214,Brazil,8700,0.888,29,0.27
wildfire,0.146,4694,Pakistan,1500,0.62,2,0.0
earthquake,0.078,179245,India,2100,0.571,98,0.03
tsunami,0.745,36123,USA,63000,0.745,22,2.5
hurricane,0.486,166391,Australia,55000,0.703,74,3.51
tsunami,0.986,85561,USA,63000,0.445,157,3.77
landslide,0.134,2666,Bangladesh,2500,0.586,1,0.0
drought,0.811,45231,USA,63000,0.914,27,5.48
tsunami,0.111,261590,Bangladesh,2500,0.104,170,0.05
volcano,0.789,15902,Nepal,1200,0.109,120,0.01
tsunami,0.815,62727,Chile,15000,0.898,402,0.76
tornado,0.465,98649,Japan,40000,0.49,94,1.68
tornado,0.202,2113,Australia,55000,0.196,0,0.01
hurricane,0.592,133387,Philippines,3500,0.35,469,0.43
wildfire,0.075,3226,Philippines,3500,0.918,0,0.0
drought,0.701,86494,Brazil,8700,0.391,292,0.19
hurricane,0.419,25250,India,2100,0.426,108,0.02
tsunami,0.46,176453,USA,63000,0.439,341,6.09
volcano,0.306,81394,Bangladesh,2500,0.869,196,0.13
landslide,0.642,34486,Chile,15000,0.627,165,0.73
tornado,0.958,94403,Philippines,3500,0.171,718,0.35
tsunami,0.635,37281,Mexico,10000,0.516,117,0.12
landslide,0.814,12840,Australia,55000,0.752,3,0.88
earthquake,0.038,66864,Indonesia,4300,0.405,9,0.02
volcano,0.718,19357,Nigeria,2100,0.779,47,0.06
tornado,0.06,62097,Chile,15000,0.221,16,0.03
wildfire,0.395,67250,Australia,55000,0.641,56,3.2
tsunami,0.516,21767,Philippines,3500,0.833,37,0.08
wildfire,0.543,91300,Mexico,10000,0.776,150,0.76
flood,0.395,63302,Nigeria,2100,0.146,159,0.04
drought,0.062,22533,Brazil,8700,0.99,2,0.01
wildfire,0.028,41373,Indonesia,4300,0.14,6,0.0
drought,0.764,15089,Turkey,9600,0.561,62,0.03
earthquake,0.648,58003,Australia,55000,0.597,38,1.5
wildfire,0.723,20988,Mexico,10000,0.313,77,0.15
flood,0.423,55238,Indonesia,4300,0.894,164,0.04
tsunami,0.119,46275,Turkey,9600,0.642,66,0.04
landslide,0.175,75241,Brazil,8700,0.72,68,0.09
hurricane,0.234,9300,USA,63000,0.17,1,0.05
drought,0.32,1421,China,12500,0.385,1,0.01
flood,0.301,40628,Mexico,10000,0.317,161,0.03
wildfire,0.974,16973,Turkey,9600,0.334,322,0.15
hurricane,0.428,35718,Indonesia,4300,0.787,43,0.06
tornado,0.362,2184,Indonesia,4300,0.239,3,0.0
volcano,0.865,17493,Haiti,1400,0.852,40,0.04
wildfire,0.774,46702,Mexico,10000,0.367,303,0.37
volcano,0.486,73283,Indonesia,4300,0.541,311,0.08
flood,0.844,122863,Pakistan,1500,0.354,643,0.2
landslide,0.851,20597,Brazil,8700,0.144,89,0.12
drought,0.188,24772,Turkey,9600,0.779,22,0.05
tsunami,0.359,70589,Pakistan,1500,0.44,284,0.05
earthquake,0.08,31408,Bangladesh,2500,0.339,13,0.01
landslide,0.558,14900,Brazil,8700,0.447,31,0.08
wildfire,0.933,39151,Haiti,1400,0.892,150,0.09
volcano,0.755,2055,Haiti,1400,0.854,6,0.01
volcano,0.943,119398,Pakistan,1500,0.178,419,0.07
earthquake,0.359,1494,USA,63000,0.799,1,0.08
landslide,0.84,143534,Turkey,9600,0.302,763,0.44
wildfire,0.836,95449,Nepal,1200,0.153,772,0.04
drought,0.148,16907,Pakistan,1500,0.697,10,0.01
volcano,0.389,20718,Brazil,8700,0.614,28,0.07
earthquake,0.149,97070,Japan,40000,0.761,18,1.86
volcano,0.135,8231,Turkey,9600,0.22,6,0.01
wildfire,0.393,81036,Turkey,9600,0.267,340,0.99
landslide,0.33,7700,Indonesia,4300,0.359,8,0.02
flood,0.143,22297,Nigeria,2100,0.651,14,0.01
flood,0.726,43953,Brazil,8700,0.383,167,0.16
flood,0.488,55906,China,12500,0.346,93,0.71
flood,0.268,1174,Chile,15000,0.729,1,0.01
tsunami,0.373,40019,Australia,55000,0.282,22,0.64
tornado,0.62,57660,Philippines,3500,0.394,278,0.09
volcano,0.038,73264,Chile,15000,0.788,9,0.03
drought,0.162,87419,China,12500,0.391,43,0.12
volcano,0.169,146153,Nepal,1200,0.934,35,0.04
tornado,0.978,3181,Nigeria,2100,0.526,26,0.01
volcano,0.28,120995,USA,63000,0.969,89,4.45
flood,0.811,88265,Philippines,3500,0.357,723,0.19
earthquake,0.054,16372,Nepal,1200,0.145,3,0.0
tsunami,0.718,89616,India,2100,0.601,1072,0.19
earthquake,0.683,63106,Chile,15000,0.377,124,0.51
volcano,0.938,19932,Nigeria,2100,0.206,314,0.07
tornado,0.693,88268,Japan,40000,0.113,151,1.22
hurricane,0.876,77750,Indonesia,4300,0.806,302,0.49
wildfire,0.69,53852,Pakistan,1500,0.347,101,0.08
volcano,0.615,59976,Nigeria,2100,0.459,316,0.07
hurricane,0.448,114644,Haiti,1400,0.73,135,0.15
volcano,0.624,5560,Australia,55000,0.483,2,0.15
landslide,0.292,15457,Japan,40000,0.919,6,0.25
wildfire,0.46,232911,Nepal,1200,0.444,547,0.12
landslide,0.186,72805,Chile,15000,1.0,34,0.28
wildfire,0.632,56107,Haiti,1400,0.255,204,0.04
landslide,0.969,24832,Nepal,1200,0.388,61,0.04
earthquake,0.144,50691,Brazil,8700,0.422,48,0.06
volcano,0.151,137711,Nepal,1200,0.614,349,0.02
hurricane,0.616,142822,Australia,55000,0.63,296,25.52
wildfire,0.379,85399,Pakistan,1500,0.559,66,0.04
wildfire,0.132,2003,Nigeria,2100,0.907,1,0.0
tsunami,0.285,1688,Pakistan,1500,0.449,4,0.0
volcano,0.599,40203,Haiti,1400,0.49,78,0.02
earthquake,0.852,27494,Japan,40000,0.492,28,1.46
wildfire,0.916,81277,Australia,55000,0.969,100,3.86
flood,0.907,49799,Pakistan,1500,0.612,158,0.1
tsunami,0.125,44327,Mexico,10000,0.874,9,0.03
earthquake,0.102,135788,Nigeria,2100,0.562,138,0.04
landslide,0.506,14444,Indonesia,4300,0.768,30,0.07
tornado,0.421,6947,Philippines,3500,0.364,11,0.01
landslide,0.01,6508,Turkey,9600,0.506,0,0.0
volcano,0.595,44994,Bangladesh,2500,0.722,45,0.14
hurricane,0.255,89221,India,2100,0.419,54,0.13
earthquake,0.842,24939,Chile,15000,0.185,97,0.5
flood,0.538,5046,Turkey,9600,0.902,4,0.07
earthquake,0.587,23448,Mexico,10000,0.815,54,0.4
earthquake,0.339,20736,Pakistan,1500,0.232,43,0.01
tornado,0.066,14800,Australia,55000,0.166,1,0.04
tornado,0.599,11786,Haiti,1400,0.881,50,0.01
wildfire,0.211,25794,Chile,15000,0.91,37,0.11
tsunami,0.485,36725,China,12500,0.302,72,0.15
volcano,0.034,39279,China,12500,0.619,5,0.07
volcano,0.505,249,Nigeria,2100,0.741,0,0.0
landslide,0.456,10166,Haiti,1400,0.268,32,0.01
wildfire,0.279,147181,Japan,40000,0.212,74,1.35
earthquake,0.076,45717,Chile,15000,0.768,19,0.1
wildfire,0.709,102328,Australia,55000,0.53,116,3.51
earthquake,0.893,37454,Mexico,10000,0.824,117,0.63
hurricane,0.492,16517,Turkey,9600,0.206,82,0.03
tsunami,0.294,35783,Chile,15000,0.438,46,0.08
volcano,0.221,11256,China,12500,0.226,9,0.04
landslide,0.567,173955,Turkey,9600,0.292,657,0.27
volcano,0.302,5977,USA,63000,0.172,3,0.2
tornado,0.405,14105,China,12500,0.942,15,0.14
tornado,0.89,44768,Haiti,1400,0.927,79,0.11
drought,0.325,19982,Australia,55000,0.748,6,0.77
drought,0.783,121297,Nepal,1200,0.282,1270,0.08
tornado,0.056,34447,Turkey,9600,0.779,18,0.03
wildfire,0.34,36712,Brazil,8700,0.706,27,0.07
hurricane,0.138,64964,Pakistan,1500,0.588,39,0.01
earthquake,0.345,11998,Nigeria,2100,0.762,16,0.01
earthquake,0.815,35909,Japan,40000,0.161,54,0.22
earthquake,0.063,8116,Nigeria,2100,0.715,0,0.0
tsunami,0.512,38353,Pakistan,1500,0.539,151,0.02
tsunami,0.052,104350,Japan,40000,0.393,25,0.21
drought,0.515,61021,India,2100,0.265,67,0.03
landslide,0.218,15210,Australia,55000,0.493,3,0.23
tsunami,0.582,20572,Turkey,9600,0.577,60,0.24
landslide,0.811,129880,Indonesia,4300,0.286,466,0.62
landslide,0.915,13235,Nigeria,2100,0.124,91,0.02
earthquake,0.348,20430,Indonesia,4300,0.739,156,0.07
earthquake,0.864,71678,Japan,40000,0.739,169,1.85
flood,0.771,42953,Australia,55000,0.53,91,2.5
flood,0.57,35093,Haiti,1400,0.687,159,0.06
tsunami,0.841,33713,Indonesia,4300,0.676,190,0.5
volcano,0.986,480,Chile,15000,0.58,1,0.02
wildfire,0.221,82796,Chile,15000,0.745,30,0.24
flood,0.736,17596,Bangladesh,2500,0.923,21,0.08
earthquake,0.103,2209,Chile,15000,0.88,0,0.0
drought,0.815,27880,Mexico,10000,0.151,134,0.15
tsunami,0.293,4988,Mexico,10000,0.651,8,0.01
tornado,0.989,7799,Mexico,10000,0.373,37,0.09
tornado,0.12,17271,Brazil,8700,0.444,3,0.01
tsunami,0.468,264185,Brazil,8700,0.504,689,1.54
drought,0.365,28793,Chile,15000,0.875,28,0.22
hurricane,0.302,25612,Bangladesh,2500,0.632,75,0.03
wildfire,0.11,6107,Pakistan,1500,0.358,2,0.0
hurricane,0.829,54577,Mexico,10000,0.821,606,0.98
volcano,0.379,116393,Indonesia,4300,0.293,200,0.13
volcano,0.92,10846,Haiti,1400,0.993,28,0.03
tornado,0.109,123295,Pakistan,1500,0.337,119,0.02
volcano,0.834,278981,Mexico,10000,0.512,1025,6.21
earthquake,0.88,16142,India,2100,0.278,40,0.03
wildfire,0.11,43184,Chile,15000,0.134,18,0.06
wildfire,0.493,10537,Bangladesh,2500,0.882,36,0.06
tornado,0.513,12483,Turkey,9600,0.694,20,0.07
flood,0.514,70205,Australia,55000,0.726,22,1.84
tornado,0.52,98358,Chile,15000,0.894,166,0.52
tornado,0.222,19441,Mexico,10000,0.286,60,0.04
flood,0.256,53420,Pakistan,1500,0.809,54,0.06
earthquake,0.063,88767,India,2100,0.715,70,0.01
volcano,0.572,58374,Mexico,10000,0.417,118,0.27
tornado,0.302,23155,Turkey,9600,0.254,41,0.12
landslide,0.726,29547,Australia,55000,0.557,17,0.6
tornado,0.463,2981,Chile,15000,0.638,5,0.03
hurricane,0.588,25659,Indonesia,4300,0.435,52,0.16
flood,0.923,969,Haiti,1400,0.967,1,0.0
drought,0.675,54962,Brazil,8700,0.446,117,0.3
drought,0.914,45081,Japan,40000,0.373,215,1.25
hurricane,0.497,75133,Bangladesh,2500,0.894,88,0.08
earthquake,0.348,18245,Chile,15000,0.369,19,0.08
tornado,0.892,12930,Pakistan,1500,0.882,36,0.02
hurricane,0.12,36985,Nigeria,2100,0.828,15,0.02
drought,0.673,8450,Bangladesh,2500,0.77,23,0.02
flood,0.625,9481,Bangladesh,2500,0.401,19,0.04
hurricane,0.62,48978,Chile,15000,0.528,147,0.37
drought,0.205,86863,India,2100,0.794,129,0.05
landslide,0.59,59304,USA,63000,0.105,40,0.52
volcano,0.693,32292,India,2100,0.819,88,0.08
tornado,0.654,126549,Bangladesh,2500,0.102,1407,0.25
drought,0.296,12103,Turkey,9600,0.946,16,0.04
drought,0.316,61506,Australia,55000,0.366,17,1.04
landslide,0.7,111092,USA,63000,0.579,199,3.49
landslide,0.72,88257,Brazil,8700,0.496,375,0.95
earthquake,0.71,254892,India,2100,0.802,716,0.61
earthquake,0.372,16411,Chile,15000,0.299,16,0.05
flood,0.065,15890,Nepal,1200,0.289,8,0.0
earthquake,0.16,88191,India,2100,0.457,71,0.02
flood,0.483,12312,Haiti,1400,0.612,55,0.0
flood,0.553,304917,USA,63000,0.176,558,5.93
flood,0.04,8016,Australia,55000,0.92,0,0.03
tsunami,0.774,5414,Turkey,9600,0.818,39,0.1
tsunami,0.059,63701,Indonesia,4300,0.186,19,0.01
flood,0.295,9804,Brazil,8700,0.7,52,0.02
tornado,0.467,161193,Mexico,10000,0.134,558,0.39
tornado,0.388,71095,USA,63000,0.224,48,1.44
tornado,0.733,1206,Pakistan,1500,0.313,3,0.0
flood,0.151,69690,Haiti,1400,0.959,28,0.02
hurricane,0.069,34971,Japan,40000,0.956,4,0.29
landslide,0.929,56379,Nigeria,2100,0.174,167,0.1
wildfire,0.868,29619,Bangladesh,2500,0.849,83,0.1
earthquake,0.546,595,Australia,55000,0.395,0,0.02
drought,0.184,43454,Australia,55000,0.58,15,0.37
volcano,0.095,16399,Bangladesh,2500,0.338,20,0.0
wildfire,0.5,21235,Australia,55000,0.598,10,0.87
volcano,0.104,43129,Brazil,8700,0.237,9,0.02
landslide,0.591,35114,Nepal,1200,0.391,267,0.01
tsunami,0.21,30141,Brazil,8700,0.31,47,0.03
flood,0.269,31419,Philippines,3500,0.367,48,0.02
tornado,0.811,115093,Brazil,8700,0.739,131,0.86
hurricane,0.673,41138,USA,63000,0.448,52,2.04
tornado,0.282,100419,USA,63000,0.412,22,1.55
drought,0.525,3016,Mexico,10000,0.309,2,0.01
wildfire,0.309,70075,Chile,15000,0.807,67,0.38
tornado,0.753,10303,Mexico,10000,0.957,26,0.11
tsunami,0.115,19369,Indonesia,4300,0.841,9,0.02
earthquake,0.577,16454,Mexico,10000,0.86,61,0.31
drought,0.604,83588,Brazil,8700,0.465,103,0.22
volcano,0.402,134628,Haiti,1400,0.524,185,0.06
earthquake,0.184,47555,Australia,55000,0.924,5,1.3
hurricane,0.513,10630,Turkey,9600,0.234,14,0.05
drought,0.24,105984,Pakistan,1500,0.513,189,0.05
volcano,0.536,42388,Nepal,1200,0.157,271,0.02
hurricane,0.643,23658,Japan,40000,0.885,4,0.86
tsunami,0.075,136099,Pakistan,1500,0.884,112,0.02
landslide,0.085,1285,Australia,55000,0.524,0,0.01
landslide,0.603,3500,Turkey,9600,0.62,11,0.02
earthquake,0.847,100062,Nepal,1200,0.443,698,0.12
earthquake,0.453,9451,USA,63000,0.404,5,0.16
volcano,0.626,12810,Bangladesh,2500,0.787,35,0.06
flood,0.474,33149,Australia,55000,0.227,39,1.32
tsunami,0.903,119579,Haiti,1400,0.131,744,0.08
landslide,0.587,6240,Japan,40000,0.103,8,0.23
landslide,0.886,23197,Philippines,3500,0.649,107,0.09
tsunami,0.68,10655,Chile,15000,0.554,42,0.09
flood,0.162,19353,Indonesia,4300,0.653,31,0.01
drought,0.184,7678,Indonesia,4300,0.711,6,0.0
tsunami,0.462,164989,Bangladesh,2500,0.114,365,0.09
flood,0.083,8766,Pakistan,1500,0.345,5,0.0
tornado,0.566,13021,Mexico,10000,0.746,65,0.17
hurricane,0.919,50625,Chile,15000,0.306,298,0.39
earthquake,0.2,137039,Pakistan,1500,0.348,82,0.02
hurricane,0.224,31424,China,12500,0.787,36,0.12
tornado,0.738,29206,Mexico,10000,0.138,208,0.14
tsunami,0.862,63127,Pakistan,1500,0.427,357,0.04
landslide,0.312,51809,Haiti,1400,0.117,185,0.01
earthquake,0.865,24538,India,2100,0.43,113,0.06
earthquake,0.418,21256,Turkey,9600,0.895,13,0.2
drought,0.91,13841,China,12500,0.902,49,0.24
wildfire,0.431,768,Japan,40000,0.396,0,0.02
tornado,0.466,6520,China,12500,0.738,26,0.03
volcano,0.675,3033,Haiti,1400,0.568,10,0.0
wildfire,0.302,44028,USA,63000,0.395,18,0.28
tsunami,0.633,77629,Bangladesh,2500,0.635,746,0.09
volcano,0.52,20083,Nigeria,2100,0.905,16,0.03
tornado,0.041,20802,Japan,40000,0.539,2,0.02
volcano,0.328,45814,USA,63000,0.612,22,1.45
tsunami,0.73,47880,Turkey,9600,0.647,115,0.47
landslide,0.601,61540,Haiti,1400,0.741,357,0.1
flood,0.048,70881,Nepal,1200,0.453,28,0.01
wildfire,0.209,20510,Haiti,1400,0.767,61,0.01
drought,0.249,393015,Indonesia,4300,0.266,163,0.4
wildfire,0.302,11207,Nepal,1200,0.408,22,0.0
drought,0.806,2673,Japan,40000,0.626,4,0.1
tsunami,0.123,5834,Turkey,9600,0.359,4,0.0
tornado,0.13,39618,Australia,55000,0.467,3,0.16
volcano,0.467,1066,India,2100,0.408,1,0.0
volcano,0.69,27697,India,2100,0.495,46,0.04
tsunami,0.729,27359,Nigeria,2100,0.687,416,0.06
hurricane,0.329,60577,India,2100,0.353,65,0.04
flood,0.252,8085,Chile,15000,0.337,3,0.01
hurricane,0.132,28189,Chile,15000,0.831,9,0.1
tornado,0.623,101277,Turkey,9600,0.814,327,0.28
tsunami,0.016,94777,Chile,15000,0.513,6,0.01
drought,0.076,189896,Turkey,9600,0.331,115,0.11
tornado,0.421,79219,Chile,15000,0.405,226,0.61
earthquake,0.489,24477,India,2100,0.649,37,0.01
wildfire,0.266,99060,China,12500,0.365,147,0.26
drought,0.276,79139,Philippines,3500,0.595,96,0.05
volcano,0.194,4303,China,12500,0.916,1,0.03
flood,0.26,24689,Indonesia,4300,0.767,67,0.06
earthquake,0.329,9750,Haiti,1400,0.647,13,0.01
flood,0.498,71135,Indonesia,4300,0.791,109,0.62
wildfire,0.468,129921,India,2100,0.7,69,0.16
wildfire,0.56,14359,Pakistan,1500,0.397,44,0.01
hurricane,0.435,39478,Philippines,3500,0.765,30,0.05
tornado,0.335,81224,Mexico,10000,0.431,92,0.65
wildfire,0.835,363,Philippines,3500,0.326,0,0.0
landslide,0.443,71686,Australia,55000,0.639,23,1.77
wildfire,0.532,85004,China,12500,0.201,395,0.32
earthquake,0.56,16726,Nepal,1200,0.517,17,0.01
drought,0.725,67166,Japan,40000,0.534,260,2.41
volcano,0.646,24035,Haiti,1400,0.267,22,0.01
volcano,0.472,180307,Brazil,8700,0.651,312,0.56
drought,0.669,39950,Australia,55000,0.185,41,0.78
landslide,0.09,5007,Chile,15000,0.45,3,0.01
tsunami,0.63,45266,Mexico,10000,0.136,397,0.19
flood,0.028,77696,Indonesia,4300,0.344,20,0.01
flood,0.832,3531,Mexico,10000,0.376,11,0.08
flood,0.082,18807,USA,63000,0.87,1,0.06
tornado,0.597,10609,Turkey,9600,0.58,38,0.08
wildfire,0.433,66113,Nigeria,2100,0.78,70,0.06
drought,0.472,40418,Pakistan,1500,0.195,134,0.02
drought,0.61,20841,Mexico,10000,0.875,30,0.28
flood,0.636,11917,Japan,40000,0.552,24,0.31
drought,0.292,31405,Nigeria,2100,0.946,15,0.04
wildfire,0.441,4332,Nepal,1200,0.646,9,0.0
earthquake,0.895,5497,Mexico,10000,0.187,9,0.02
landslide,0.704,105954,Mexico,10000,0.995,93,0.8
earthquake,0.563,8730,Mexico,10000,0.905,18,0.1
earthquake,0.347,57149,Indonesia,4300,0.601,142,0.08
landslide,0.003,135212,Mexico,10000,0.306,2,0.0
tornado,0.369,25498,Japan,40000,0.936,16,0.84
drought,0.398,68620,Turkey,9600,0.17,172,0.14
drought,0.431,91268,Australia,55000,0.153,124,1.27
volcano,0.565,2159,Australia,55000,0.149,1,0.03
flood,0.894,3450,Mexico,10000,0.943,9,0.06
tornado,0.574,8864,Brazil,8700,0.455,25,0.09
tornado,0.96,2724,Haiti,1400,0.665,4,0.0
volcano,0.108,172670,India,2100,0.192,47,0.03
hurricane,0.697,5408,Turkey,9600,0.279,24,0.04
tsunami,0.951,24623,Nepal,1200,0.999,108,0.06
landslide,0.107,52488,Turkey,9600,0.79,36,0.08
wildfire,0.177,46118,India,2100,0.255,36,0.02
earthquake,0.914,37182,Haiti,1400,0.205,268,0.03
tsunami,0.867,8203,China,12500,0.29,43,0.07
drought,0.118,31747,Indonesia,4300,0.954,12,0.02
wildfire,0.338,95883,Haiti,1400,0.267,158,0.02
tsunami,0.371,1364,Brazil,8700,0.113,5,0.0
tsunami,0.486,12548,Indonesia,4300,0.652,11,0.02
volcano,0.447,14404,Turkey,9600,0.893,32,0.03
tornado,0.727,49638,Bangladesh,2500,0.585,241,0.14
wildfire,0.327,6222,Philippines,3500,0.313,4,0.0
earthquake,0.949,113648,Chile,15000,0.208,530,1.02
wildfire,0.798,129973,Brazil,8700,0.494,489,0.66
tornado,0.333,77201,Indonesia,4300,0.756,63,0.18
tsunami,0.427,31889,Japan,40000,0.733,19,1.1
earthquake,0.144,317556,Australia,55000,0.802,60,7.77
flood,0.522,43084,Japan,40000,0.949,98,2.21
hurricane,0.727,55014,Bangladesh,2500,0.118,328,0.02
hurricane,0.968,30586,India,2100,0.673,176,0.15
landslide,0.497,205553,India,2100,0.465,440,0.23
drought,0.646,81560,Indonesia,4300,0.561,111,0.09
wildfire,0.891,68366,Philippines,3500,0.283,174,0.11
hurricane,0.668,10315,China,12500,0.389,18,0.28
wildfire,0.88,1993,Chile,15000,0.357,3,0.04
earthquake,0.004,53606,Philippines,3500,0.23,1,0.0
hurricane,0.618,5018,Chile,15000,0.734,15,0.11
tsunami,0.797,20051,Bangladesh,2500,0.778,95,0.06
volcano,0.304,72262,Turkey,9600,0.776,68,0.1
tornado,0.261,30985,Japan,40000,0.189,24,0.21
tornado,0.744,35429,USA,63000,0.836,12,3.3
flood,0.261,10313,Indonesia,4300,0.728,7,0.02
hurricane,0.565,50805,Brazil,8700,0.855,41,0.36
wildfire,0.091,46037,Brazil,8700,0.274,27,0.04
wildfire,0.642,62963,Pakistan,1500,0.941,140,0.12
hurricane,0.414,34871,Australia,55000,0.668,14,1.68
hurricane,0.339,27766,Haiti,1400,0.426,56,0.01
tornado,0.802,10529,Indonesia,4300,0.296,126,0.02
flood,0.099,21600,Australia,55000,0.275,2,0.15
landslide,0.684,52321,Haiti,1400,0.577,115,0.11
wildfire,0.59,68554,Brazil,8700,0.802,83,0.27
drought,0.625,81592,Bangladesh,2500,0.916,191,0.19
volcano,0.275,40017,Mexico,10000,0.717,49,0.18
volcano,0.017,93647,Nigeria,2100,0.979,2,0.0
wildfire,0.254,90978,Japan,40000,0.815,16,0.85
landslide,0.423,293437,Philippines,3500,0.952,163,0.6
tornado,0.178,186486,Haiti,1400,0.13,369,0.03
volcano,0.516,105990,Nigeria,2100,0.36,105,0.08
hurricane,0.721,5075,Chile,15000,0.305,11,0.06
volcano,0.505,40278,USA,63000,0.389,50,1.2
flood,0.029,25146,Japan,40000,0.487,1,0.03
landslide,0.619,13167,Bangladesh,2500,0.774,37,0.02
flood,0.537,56263,Bangladesh,2500,0.485,383,0.06
wildfire,0.401,53250,Haiti,1400,0.889,156,0.02
drought,0.164,17122,USA,63000,0.556,3,0.28
drought,0.105,93769,Philippines,3500,0.626,36,0.02
tornado,0.301,192895,Australia,55000,0.527,63,2.98
landslide,0.5,60101,Bangladesh,2500,0.876,405,0.08
hurricane,0.911,19158,USA,63000,0.932,7,1.03
tornado,0.548,4600,China,12500,0.224,36,0.02
drought,0.936,34902,Philippines,3500,0.601,122,0.15
drought,0.576,53386,Nepal,1200,0.186,65,0.01
volcano,0.309,24005,Australia,55000,0.653,15,0.79
earthquake,0.066,10425,Japan,40000,0.145,3,0.07
tornado,0.299,127507,Nigeria,2100,0.315,310,0.04
volcano,0.693,26951,Turkey,9600,0.812,59,0.87
earthquake,0.107,41168,Nepal,1200,0.528,35,0.0
earthquake,0.925,2632,Brazil,8700,0.182,23,0.01
volcano,0.422,30484,India,2100,0.472,103,0.02
volcano,0.47,8354,India,2100,0.46,5,0.01
earthquake,0.269,110010,China,12500,0.556,94,0.4
wildfire,0.488,6327,Haiti,1400,0.941,5,0.01
wildfire,0.004,81927,Australia,55000,0.618,1,0.02
wildfire,0.777,84789,Australia,55000,0.856,63,5.13
earthquake,0.259,5040,Nepal,1200,0.73,3,0.0
tornado,0.814,6902,Mexico,10000,0.993,7,0.04
wildfire,0.41,92241,Philippines,3500,0.386,179,0.08
wildfire,0.567,87559,Japan,40000,0.74,226,1.96
tornado,0.139,80737,Brazil,8700,0.18,126,0.07
volcano,0.7,20870,Mexico,10000,0.951,107,0.43
landslide,0.829,52738,Chile,15000,0.982,45,0.99
drought,0.008,35354,Philippines,3500,0.525,1,0.0
tsunami,0.73,272373,Turkey,9600,0.97,372,2.23
tsunami,0.785,59879,Nepal,1200,0.696,460,0.02
hurricane,0.986,16649,Indonesia,4300,0.165,82,0.03
landslide,0.104,2320,Haiti,1400,0.885,0,0.0
hurricane,0.455,5842,Australia,55000,0.553,10,0.05
flood,0.846,428,India,2100,0.592,1,0.0
tornado,0.212,33227,Chile,15000,0.602,23,0.28
drought,0.033,15525,Bangladesh,2500,0.228,5,0.0
drought,0.362,23852,Japan,40000,0.191,128,0.38
wildfire,0.726,1894,India,2100,0.393,8,0.01
tsunami,0.184,16832,Nepal,1200,0.918,20,0.0
tornado,0.906,82574,Nepal,1200,0.777,213,0.25
hurricane,0.827,95129,Mexico,10000,0.395,154,0.49
tsunami,0.003,32170,Australia,55000,0.358,0,0.0
landslide,0.396,31151,Nepal,1200,0.438,58,0.02
tornado,0.477,9636,Japan,40000,0.562,8,0.18
earthquake,0.56,2445,Indonesia,4300,0.212,9,0.0
earthquake,0.695,23388,Japan,40000,0.803,28,1.77
wildfire,0.268,4164,Pakistan,1500,0.74,2,0.0
wildfire,0.974,115341,Indonesia,4300,0.652,894,0.83
volcano,0.115,66892,Pakistan,1500,0.823,68,0.01
drought,0.071,26345,Pakistan,1500,0.326,5,0.0
flood,0.642,70836,Indonesia,4300,0.654,168,0.13
flood,0.948,1473,Indonesia,4300,0.148,7,0.01
landslide,0.634,116763,Brazil,8700,0.397,921,1.36
tsunami,0.849,53725,Turkey,9600,0.432,126,0.4
tornado,0.981,11502,Australia,55000,0.303,21,0.87
tornado,0.553,113510,Mexico,10000,0.533,669,0.64
landslide,0.369,36641,Nepal,1200,0.418,55,0.01
drought,0.07,23642,Pakistan,1500,0.628,5,0.01
tsunami,0.964,70500,Mexico,10000,0.649,78,0.7
flood,0.324,1179,India,2100,0.732,3,0.0
landslide,0.959,4268,Turkey,9600,0.673,12,0.05
hurricane,0.616,99614,Indonesia,4300,0.773,378,0.25
hurricane,0.444,23842,USA,63000,0.629,16,0.86
volcano,0.718,9420,Mexico,10000,0.411,67,0.1
hurricane,0.763,15829,Turkey,9600,0.943,60,0.08
volcano,0.214,119918,India,2100,0.153,134,0.04
volcano,0.488,15080,Haiti,1400,0.491,33,0.01
drought,0.649,25702,Turkey,9600,0.661,56,0.13
landslide,0.81,25892,Haiti,1400,0.971,109,0.03
earthquake,0.399,226002,Brazil,8700,0.517,377,0.92
tornado,0.013,28198,Japan,40000,0.854,1,0.02
wildfire,0.211,91236,Japan,40000,0.806,67,0.56
