disaster_type,current_area_km2,wind_speed,wind_direction,terrain_type,elevation_m,vegetation_density,days_active,predicted_area_km2
wildfire,56.08,23.8,72.7,urban,212.4,0.758,15,118.12
wildfire,14.91,27.5,29.6,mountainous,1542.0,0.956,15,24.42
flood,17.11,36.9,331.9,flat,2756.9,0.211,6,36.07
wildfire,22.03,16.1,107.9,hilly,2562.7,0.319,21,22.03
wildfire,2.35,14.2,90.2,mountainous,2850.5,0.339,17,2.35
flood,208.27,23.4,115.8,flat,1199.9,0.383,26,467.35
flood,28.17,29.6,236.5,coastal,291.3,0.244,17,62.38
wildfire,31.05,20.7,9.2,hilly,181.1,0.132,20,42.05
wildfire,85.58,13.0,194.5,flat,2646.7,0.875,2,85.58
wildfire,46.05,34.0,135.4,forested,1953.8,0.07,12,47.54
flood,24.32,25.2,13.0,flat,1323.8,0.756,6,37.88
wildfire,91.42,40.4,332.4,mountainous,560.7,0.092,7,109.73
wildfire,26.42,7.2,167.7,urban,559.1,0.524,26,29.32
wildfire,54.21,1.1,197.0,urban,1325.4,0.28,4,59.71
wildfire,55.41,26.6,227.3,urban,1432.2,0.373,28,62.81
wildfire,27.56,45.3,289.8,coastal,52.2,0.049,12,44.59
wildfire,23.83,10.3,131.9,hilly,1313.2,0.74,27,30.24
flood,21.74,43.7,223.9,mountainous,2377.1,0.171,20,38.14
flood,88.83,21.3,324.1,urban,2622.2,0.131,16,141.05
flood,11.37,44.1,262.3,flat,282.0,0.163,12,29.97
flood,84.79,0.0,251.9,flat,2863.1,0.71,26,96.42
wildfire,185.02,34.5,42.2,urban,1070.7,0.162,25,198.86
wildfire,40.33,28.3,347.4,coastal,1723.6,0.743,16,62.02
flood,1.35,15.7,165.0,coastal,1469.6,0.48,18,2.3
wildfire,20.7,0.0,209.0,hilly,2684.7,0.687,20,20.7
wildfire,32.48,28.1,313.3,forested,1303.2,0.694,19,59.03
wildfire,143.49,38.0,224.3,urban,1840.5,0.422,11,143.89
flood,191.03,20.9,48.9,coastal,101.8,0.434,19,411.33
flood,4.4,29.4,21.8,forested,2965.0,0.561,22,6.84
flood,143.46,33.7,47.9,hilly,1816.6,0.854,22,269.8
flood,72.62,13.4,7.4,coastal,19.6,0.799,20,119.88
wildfire,41.95,12.1,91.3,urban,2744.5,0.199,28,41.95
wildfire,19.03,18.4,311.7,urban,246.1,0.888,29,32.83
wildfire,32.85,7.6,121.7,hilly,419.4,0.064,20,36.39
wildfire,171.13,54.0,144.7,forested,369.9,0.486,29,506.97
wildfire,83.53,6.4,34.0,mountainous,1710.6,0.199,19,83.53
wildfire,1.7,30.6,134.0,hilly,1246.0,0.158,7,2.11
flood,10.33,17.1,141.3,forested,1926.3,0.906,20,19.76
flood,73.3,38.0,37.9,coastal,197.7,0.749,2,182.77
wildfire,15.06,25.8,213.2,coastal,816.9,0.553,9,24.32
wildfire,15.66,13.4,246.8,hilly,1235.6,0.949,21,18.19
wildfire,31.79,23.6,198.1,flat,2821.2,0.694,24,35.12
wildfire,147.94,27.3,12.3,flat,1376.6,0.85,12,243.2
flood,1.04,0.1,194.5,coastal,1353.9,0.064,8,1.69
flood,66.31,12.9,83.2,flat,1370.4,0.266,16,125.05
flood,42.14,1.5,261.4,mountainous,915.3,0.204,21,58.04
flood,206.98,35.1,315.2,forested,235.1,0.306,6,588.8
wildfire,167.09,44.8,4.0,flat,174.9,0.093,18,349.93
wildfire,37.13,32.9,261.7,urban,1809.8,0.472,2,37.13
flood,15.14,41.5,309.0,urban,2582.8,0.057,16,20.32
flood,25.88,26.2,6.5,hilly,2624.5,0.112,27,51.34
wildfire,25.8,11.9,341.3,flat,2754.0,0.635,26,25.8
wildfire,17.19,25.7,271.1,urban,1709.8,0.815,14,22.92
flood,23.61,30.3,260.2,coastal,1709.8,0.17,28,52.0
wildfire,30.3,16.4,240.6,hilly,1306.1,0.287,1,30.3
flood,100.27,20.8,173.3,forested,1872.9,0.91,20,207.05
flood,51.46,5.9,337.6,flat,1028.6,0.736,8,86.72
wildfire,37.91,29.3,215.8,coastal,1145.8,0.014,15,63.09
wildfire,6.47,19.8,7.9,urban,1693.4,0.581,15,6.47
flood,14.01,37.4,124.1,forested,2786.7,0.695,1,26.92
wildfire,42.85,23.5,346.3,forested,918.7,0.046,12,57.72
flood,50.06,21.3,248.9,mountainous,2809.4,0.642,16,74.6
flood,21.69,35.5,248.7,hilly,2781.6,0.985,11,37.39
flood,30.27,33.1,58.5,coastal,371.0,0.308,29,55.09
wildfire,82.82,39.2,115.1,forested,1522.4,0.667,29,136.44
flood,51.37,8.1,221.9,hilly,1263.9,0.403,5,60.43
wildfire,40.64,0.0,64.2,hilly,2260.9,0.231,15,40.64
wildfire,60.7,30.0,69.4,urban,1069.3,0.831,21,73.01
wildfire,13.46,4.0,341.2,urban,659.5,0.121,17,14.88
wildfire,46.99,27.4,26.6,mountainous,2380.7,0.779,8,46.99
flood,36.89,26.8,87.5,mountainous,1643.8,0.98,7,63.12
wildfire,91.32,19.5,18.6,mountainous,742.6,0.418,28,122.28
flood,23.48,28.3,218.9,urban,2158.4,0.273,14,31.99
flood,24.75,34.1,287.8,hilly,1145.8,0.34,12,49.11
flood,36.45,6.0,186.1,hilly,356.9,0.145,26,40.7
flood,80.01,7.0,37.9,coastal,847.7,0.113,11,109.19
wildfire,95.53,29.0,223.9,urban,1880.9,0.676,21,121.91
wildfire,9.65,19.9,55.9,coastal,816.4,0.544,23,10.66
wildfire,59.66,58.0,175.4,mountainous,176.9,0.585,1,123.69
flood,104.46,9.2,27.3,flat,914.8,0.853,21,128.8
wildfire,73.85,4.6,1.4,forested,1986.1,0.296,26,73.85
wildfire,78.87,32.9,57.8,mountainous,2421.9,0.045,26,78.87
flood,14.46,48.4,115.2,coastal,1059.2,0.786,14,39.96
wildfire,53.0,15.2,93.3,flat,2544.2,0.545,14,53.0
flood,32.88,35.5,22.7,coastal,1534.0,0.227,20,58.75
flood,32.14,34.8,61.6,hilly,540.4,0.729,13,66.47
flood,58.23,42.1,238.3,forested,2229.3,0.968,27,120.4
wildfire,74.1,3.0,34.7,hilly,2126.9,0.179,1,74.1
flood,31.76,39.0,297.2,coastal,475.2,0.39,19,69.47
wildfire,41.31,0.0,240.0,flat,1520.1,0.047,21,41.31
flood,22.96,12.3,249.6,hilly,802.6,0.786,5,28.1
wildfire,51.42,29.9,255.5,flat,573.3,0.857,24,84.41
wildfire,30.31,15.0,349.7,flat,414.1,0.906,12,63.99
wildfire,5.58,23.3,235.5,mountainous,2853.4,0.405,9,5.58
wildfire,324.21,22.5,276.2,coastal,514.8,0.685,5,678.02
wildfire,38.77,18.9,157.8,flat,2613.8,0.101,29,38.77
wildfire,6.45,12.4,101.3,urban,1143.7,0.157,4,7.52
flood,179.06,23.4,145.0,mountainous,1614.4,0.274,17,250.81
wildfire,34.93,45.0,225.4,hilly,2652.1,0.821,17,42.55
flood,96.36,17.5,76.6,forested,779.6,0.788,14,180.43
wildfire,19.96,22.8,308.7,urban,326.4,0.334,12,33.45
wildfire,40.67,0.0,156.6,hilly,239.3,0.175,5,40.67
wildfire,27.23,33.1,211.2,coastal,1880.4,0.94,5,37.67
flood,47.03,31.3,321.0,flat,2625.3,0.413,20,82.48
wildfire,105.54,45.2,51.5,forested,2950.2,0.546,19,124.13
flood,45.56,46.2,71.0,mountainous,703.0,0.803,20,88.08
wildfire,26.97,59.8,39.5,flat,409.9,0.69,13,80.17
flood,22.65,16.9,241.2,mountainous,117.3,0.666,6,36.56
wildfire,99.06,47.2,71.9,forested,2606.3,0.59,20,159.88
flood,184.1,17.1,86.6,coastal,619.6,0.567,19,263.64
wildfire,26.16,6.1,254.1,forested,1912.3,0.48,26,26.16
flood,41.96,46.3,247.3,forested,1019.6,0.207,13,146.36
wildfire,103.69,33.3,340.2,flat,713.2,0.514,23,167.04
wildfire,28.06,31.2,77.1,urban,532.7,0.675,26,38.22
flood,23.87,29.4,259.5,urban,2444.1,0.352,8,37.36
flood,17.22,41.9,203.5,coastal,2317.3,0.551,12,37.71
wildfire,12.68,19.9,198.7,mountainous,718.4,0.785,7,17.84
flood,38.95,14.2,90.0,mountainous,834.6,0.198,8,54.11
flood,81.14,38.5,151.0,coastal,1233.4,0.164,6,158.52
wildfire,81.69,17.6,195.1,urban,993.9,0.001,28,81.84
flood,10.59,40.2,18.8,forested,59.1,0.952,19,30.23
flood,8.08,26.5,6.5,urban,1654.1,0.99,24,8.48
flood,23.21,25.9,68.3,hilly,2686.2,0.369,2,25.36
flood,72.24,25.1,164.1,mountainous,572.9,0.062,15,96.78
wildfire,67.58,38.1,208.6,urban,1641.1,0.159,2,67.58
wildfire,170.96,25.4,235.1,forested,794.3,0.667,19,309.91
wildfire,52.91,23.8,160.2,mountainous,2249.1,0.549,10,52.91
flood,41.8,25.1,298.3,flat,2016.7,0.095,16,74.23
flood,9.35,47.2,97.9,coastal,108.3,0.736,3,22.91
flood,3.24,21.0,117.0,mountainous,424.7,0.617,23,5.01
flood,69.06,2.4,329.4,coastal,1444.9,0.853,13,91.15
wildfire,21.2,11.9,77.8,coastal,1878.6,0.262,3,21.2
flood,46.04,4.4,260.1,flat,896.8,0.341,1,48.34
wildfire,90.27,60.9,233.7,coastal,694.7,0.545,20,269.11
wildfire,61.23,37.2,300.8,flat,491.2,0.699,26,111.04
flood,86.62,39.9,300.3,hilly,2498.6,0.483,20,144.22
flood,29.86,35.3,245.5,urban,1306.3,0.962,3,48.33
flood,11.16,32.7,329.8,hilly,2479.2,0.45,11,15.86
wildfire,73.4,15.7,302.3,hilly,2023.0,0.175,8,73.4
wildfire,63.25,25.3,79.4,mountainous,2822.0,0.883,26,66.06
flood,13.33,12.6,242.2,coastal,2650.8,0.226,8,17.89
flood,29.85,28.9,329.0,hilly,320.9,0.983,28,42.68
flood,24.48,17.0,110.2,urban,2477.8,0.359,25,24.48
flood,74.65,24.4,143.0,mountainous,1672.0,0.869,12,157.67
flood,134.85,44.1,338.0,mountainous,1395.4,0.996,4,201.46
wildfire,35.44,29.3,322.2,urban,1588.0,0.251,13,35.44
flood,10.1,8.3,320.9,urban,467.8,0.778,27,13.18
flood,45.96,36.1,279.1,forested,408.4,0.947,19,128.44
flood,35.11,6.6,287.2,hilly,1675.3,0.093,17,45.9
flood,29.17,19.0,349.1,hilly,2736.3,0.558,11,42.32
flood,27.01,23.6,9.3,mountainous,2057.9,0.506,16,42.53
flood,76.94,10.5,347.7,forested,718.7,0.518,27,129.54
flood,73.01,25.4,325.2,urban,2217.9,0.744,1,123.43
wildfire,174.11,4.7,177.5,forested,1323.7,0.581,28,187.8
flood,32.96,37.5,93.1,urban,1259.9,0.604,10,48.05
flood,101.95,5.8,70.0,hilly,1547.8,0.06,23,124.31
wildfire,40.01,24.8,339.0,flat,1835.9,0.917,8,50.04
wildfire,30.0,5.8,242.3,hilly,990.2,0.541,4,37.3
wildfire,84.63,18.3,249.2,urban,2876.7,0.624,21,84.63
wildfire,67.33,7.7,90.0,flat,1961.5,0.587,5,67.33
wildfire,14.52,17.2,148.8,flat,410.9,0.354,12,28.2
wildfire,26.43,17.4,174.5,forested,1580.6,0.43,12,27.37
flood,164.49,36.1,118.2,forested,861.8,0.654,9,419.75
flood,71.68,12.8,150.7,coastal,572.7,0.574,13,83.39
flood,35.79,22.2,84.4,hilly,351.1,0.318,29,65.16
wildfire,21.24,0.8,346.1,forested,2122.4,0.11,2,21.24
wildfire,56.17,13.0,340.7,forested,1726.0,0.739,9,56.17
flood,109.77,50.0,327.1,forested,463.3,0.173,27,320.01
wildfire,4.29,29.2,234.1,hilly,1825.2,0.055,28,4.5
wildfire,125.84,47.2,294.2,urban,389.0,0.929,7,320.05
flood,96.72,42.9,252.3,urban,1397.5,0.59,4,188.29
flood,84.74,22.5,231.0,forested,2531.7,0.621,11,163.86
flood,39.45,9.3,354.1,forested,2132.3,0.779,22,50.36
flood,80.62,36.1,135.9,forested,473.4,0.02,2,150.57
flood,6.27,8.2,146.8,hilly,1990.5,0.73,1,9.75
flood,61.36,45.5,249.3,hilly,1918.5,0.017,15,124.12
flood,202.33,15.9,65.1,hilly,562.2,0.338,18,396.92
flood,43.46,0.0,91.4,urban,1467.9,0.771,21,43.46
flood,37.77,19.7,246.1,forested,2441.5,0.425,12,62.1
wildfire,42.68,21.9,287.2,forested,1255.5,0.617,20,78.63
flood,68.87,25.2,211.4,hilly,1003.4,0.697,20,141.7
flood,50.49,23.9,252.5,urban,742.3,0.265,13,76.15
wildfire,45.54,47.9,215.3,mountainous,2130.8,0.299,25,52.07
wildfire,80.49,26.7,247.8,flat,421.6,0.145,28,119.17
flood,101.23,16.7,234.1,urban,1161.2,0.026,12,151.51
flood,137.91,32.7,76.9,forested,2800.0,0.791,21,282.54
flood,115.34,15.2,64.7,mountainous,2091.9,0.11,6,136.99
flood,3.83,9.0,278.4,coastal,1487.2,0.219,27,5.04
flood,101.07,17.8,27.5,urban,2667.5,0.083,25,134.7
wildfire,6.05,5.3,194.8,coastal,60.3,0.356,26,7.7
flood,53.91,8.3,146.8,mountainous,22.8,0.87,5,83.17
flood,13.98,35.9,281.0,mountainous,1960.2,0.311,29,18.16
flood,166.14,16.7,173.1,hilly,799.7,0.309,27,243.38
flood,23.62,27.9,309.9,mountainous,151.9,0.589,8,38.99
flood,20.11,48.0,158.5,hilly,749.4,0.549,28,54.21
wildfire,93.4,15.5,270.4,flat,362.5,0.527,5,182.11
wildfire,5.4,16.3,21.1,coastal,2171.3,0.376,9,5.4
wildfire,24.11,21.7,58.8,urban,2702.6,0.056,28,24.11
flood,36.2,38.3,43.1,coastal,1048.0,0.832,13,84.19
flood,177.3,35.3,146.1,hilly,1395.5,0.106,21,304.74
flood,2.94,23.5,163.2,mountainous,427.4,0.114,9,5.74
wildfire,35.97,17.0,320.3,hilly,2458.7,0.26,29,35.97
wildfire,84.87,21.7,283.0,forested,502.1,0.299,12,136.01
flood,152.07,1.7,219.9,coastal,895.8,0.852,23,169.12
flood,8.58,51.7,43.9,flat,1706.9,0.361,29,17.55
flood,67.53,32.3,324.1,coastal,2720.7,0.635,17,152.39
flood,5.61,28.5,94.3,coastal,2727.4,0.511,17,8.27
flood,52.11,26.9,8.4,urban,1246.5,0.38,28,83.02
flood,186.51,18.4,178.2,flat,178.9,0.007,1,347.22
flood,29.07,18.0,216.7,hilly,2491.2,0.072,1,42.63
flood,2.57,25.3,287.2,flat,935.5,0.199,10,5.45
flood,32.79,35.7,193.0,hilly,2841.7,0.092,13,51.93
wildfire,12.85,43.5,63.3,coastal,2445.5,0.828,10,16.39
flood,33.07,2.5,257.3,flat,148.2,0.868,22,44.78
flood,108.63,44.1,124.4,flat,1198.3,0.901,18,141.07
wildfire,16.43,12.7,104.8,flat,221.4,0.758,20,18.02
wildfire,142.69,52.9,40.8,urban,2430.4,0.324,26,142.69
wildfire,6.88,16.3,278.6,forested,1492.8,0.04,10,8.1
flood,87.77,35.4,211.7,mountainous,772.8,0.447,28,168.75
flood,228.02,33.7,205.4,coastal,319.8,0.51,2,410.88
wildfire,36.79,39.6,284.1,flat,2273.3,0.951,11,75.8
flood,13.95,37.4,319.5,flat,2752.9,0.485,11,30.84
flood,63.65,34.8,37.8,mountainous,403.4,0.492,10,102.12
flood,57.79,22.6,347.0,mountainous,1132.8,0.142,5,98.97
flood,95.28,5.0,298.1,coastal,220.8,0.011,18,136.33
flood,23.55,13.2,252.1,hilly,412.7,0.026,6,40.57
wildfire,55.35,27.1,94.9,flat,2708.2,0.943,8,55.35
flood,45.01,19.9,96.4,flat,470.9,0.423,6,91.51
wildfire,13.76,19.7,119.7,coastal,2415.1,0.927,29,14.36
wildfire,180.21,23.8,75.8,forested,734.0,0.168,15,292.09
flood,19.2,25.2,328.0,forested,2658.2,0.448,27,44.72
flood,87.94,17.2,209.9,flat,3.8,0.894,15,176.25
flood,1.7,24.3,28.9,flat,1663.2,0.851,20,2.71
wildfire,10.87,23.7,326.9,mountainous,765.1,0.028,28,10.9
flood,125.52,12.2,123.2,urban,1182.8,0.727,5,152.56
wildfire,40.39,37.4,354.5,coastal,431.0,0.528,22,59.52
flood,56.37,0.0,228.2,urban,2712.3,0.637,20,56.37
wildfire,31.51,15.9,299.8,forested,2676.5,0.775,18,35.09
flood,5.64,24.4,200.9,hilly,2720.3,0.506,22,9.0
flood,70.86,22.5,120.9,forested,2248.6,0.94,13,113.05
wildfire,62.04,14.7,347.2,flat,2578.2,0.233,22,62.04
flood,11.92,16.7,267.3,forested,2883.8,0.104,21,16.67
wildfire,40.39,35.1,277.9,flat,1533.0,0.2,5,56.27
wildfire,126.06,8.3,347.3,forested,2871.6,0.084,13,126.06
flood,43.55,6.6,134.0,urban,366.5,0.354,24,65.22
wildfire,25.71,33.2,311.6,flat,2413.6,0.571,1,31.91
flood,90.61,47.1,303.4,hilly,2462.3,0.603,28,195.77
flood,76.02,18.4,345.2,mountainous,1137.3,0.028,14,84.18
wildfire,4.48,24.8,317.4,coastal,855.5,0.194,13,5.63
wildfire,38.82,25.1,301.2,forested,1184.9,0.225,14,72.7
wildfire,19.13,39.2,210.1,forested,2477.9,0.603,17,26.8
wildfire,16.48,10.6,25.4,forested,925.2,0.678,22,28.47
wildfire,113.61,23.0,113.0,hilly,2768.2,0.208,13,113.61
wildfire,25.77,45.6,324.4,hilly,313.5,0.694,8,41.56
flood,81.88,28.3,222.3,flat,500.2,0.45,18,132.0
flood,9.78,30.5,281.5,flat,1266.2,0.072,14,18.23
wildfire,109.15,22.4,134.4,hilly,1746.7,0.01,12,123.16
wildfire,31.83,15.5,113.2,mountainous,561.3,0.09,20,36.97
flood,19.68,24.1,190.2,forested,2115.7,0.241,21,40.95
wildfire,34.51,12.9,143.9,urban,2853.0,0.387,4,34.51
flood,47.76,57.1,32.7,flat,2648.1,0.597,23,91.82
flood,80.55,36.1,282.2,mountainous,1299.1,0.765,22,132.42
flood,30.04,33.1,123.5,forested,893.5,0.92,25,80.13
flood,30.48,19.6,157.8,flat,2190.4,0.603,13,46.76
flood,114.06,39.4,13.3,coastal,992.5,0.128,18,195.08
flood,12.7,31.9,324.9,flat,1769.1,0.625,16,26.52
flood,4.49,18.3,188.8,flat,623.3,0.916,2,7.96
flood,42.25,16.2,146.2,urban,1723.1,0.406,23,42.74
wildfire,64.95,16.5,318.9,urban,475.3,0.128,13,65.17
flood,81.86,27.1,58.0,hilly,1374.1,0.794,17,138.73
flood,57.09,16.8,159.6,hilly,1221.4,0.389,22,83.99
flood,31.64,23.1,233.8,flat,173.6,0.589,6,53.62
flood,15.71,26.6,12.4,forested,1525.0,0.178,15,26.77
flood,20.18,8.1,163.9,urban,1561.9,0.014,9,33.48
flood,37.57,1.0,347.7,urban,2590.7,0.605,12,37.57
flood,191.5,17.7,142.7,flat,1379.0,0.629,9,355.63
wildfire,19.14,16.7,255.8,flat,2458.0,0.583,23,22.41
flood,52.95,15.0,30.9,hilly,944.3,0.973,23,93.26
flood,56.0,0.0,115.6,urban,2839.4,0.377,29,72.89
wildfire,42.54,22.4,274.2,hilly,348.2,0.676,19,77.33
wildfire,11.3,56.2,321.0,mountainous,1221.1,0.328,23,20.71
wildfire,4.12,23.1,178.2,hilly,2274.7,0.254,26,4.12
flood,115.06,38.4,93.6,forested,660.7,0.346,28,287.11
wildfire,34.03,33.9,237.4,mountainous,2613.4,0.277,28,34.03
wildfire,47.29,34.3,359.8,mountainous,1685.9,0.178,1,68.1
wildfire,59.76,22.8,341.7,coastal,843.9,0.608,9,83.31
wildfire,158.42,7.2,14.2,mountainous,2594.3,0.381,22,158.42
flood,28.03,9.1,42.4,coastal,1477.3,0.285,29,33.53
wildfire,107.63,32.9,232.0,coastal,1527.8,0.657,5,163.49
wildfire,26.79,0.0,183.3,mountainous,1469.6,0.48,6,26.79
flood,80.75,45.2,308.0,forested,879.7,0.104,22,262.47
flood,44.66,24.1,300.7,flat,1090.0,0.664,28,113.49
flood,14.78,55.2,104.1,coastal,1448.5,0.383,18,43.59
flood,49.7,13.5,285.2,hilly,1310.2,0.955,14,60.18
flood,20.1,52.3,94.6,forested,1339.0,0.162,13,64.03
flood,102.53,30.7,6.7,flat,2615.6,0.15,25,190.4
flood,34.56,28.9,1.1,forested,199.5,0.778,8,71.86
flood,6.99,43.7,36.2,flat,324.9,0.466,20,18.64
flood,61.69,50.0,259.3,hilly,384.4,0.929,25,135.16
flood,1.22,45.2,357.7,hilly,1834.0,0.853,4,3.19
wildfire,8.89,32.9,176.5,hilly,936.5,0.826,22,15.35
wildfire,70.98,3.5,36.2,flat,1745.7,0.071,22,70.98
flood,5.92,15.5,152.6,forested,2731.4,0.9,4,10.7
wildfire,27.95,22.1,111.8,hilly,877.7,0.004,20,42.68
wildfire,71.17,20.5,291.7,flat,2371.3,0.867,4,89.14
wildfire,11.82,11.0,103.4,forested,180.5,0.005,13,14.33
flood,65.44,27.0,316.6,urban,1129.2,0.344,27,94.69
flood,27.85,17.2,155.7,coastal,2348.1,0.596,18,48.3
wildfire,68.58,4.7,85.0,coastal,2415.4,0.063,15,68.58
wildfire,49.47,26.6,16.2,hilly,1292.0,0.811,25,71.01
flood,33.23,11.8,155.3,coastal,764.5,0.742,9,60.72
wildfire,186.62,26.2,183.7,flat,1136.5,0.788,29,388.06
flood,8.35,10.2,182.8,forested,1331.9,0.319,3,9.24
flood,16.47,19.1,348.2,forested,1801.9,0.855,3,28.61
flood,9.2,36.8,34.0,urban,2511.7,0.201,17,18.96
wildfire,79.75,12.6,82.9,hilly,2207.2,0.722,24,87.05
wildfire,13.69,35.3,68.1,flat,563.5,0.926,22,43.44
wildfire,90.78,24.0,200.6,urban,2341.9,0.244,16,90.78
wildfire,120.08,11.1,108.8,urban,426.0,0.239,17,161.96
wildfire,9.5,14.2,91.8,forested,2011.8,0.009,8,9.5
wildfire,18.43,25.8,180.2,mountainous,1075.7,0.741,4,29.43
flood,38.46,33.7,288.5,flat,385.7,0.219,18,96.24
wildfire,145.23,33.8,138.9,coastal,435.4,0.152,25,291.93
wildfire,120.72,36.7,285.5,forested,2728.2,0.228,20,149.88
flood,46.49,20.4,173.8,urban,1177.1,0.495,25,71.88
wildfire,24.3,21.1,288.6,coastal,1670.1,0.161,24,24.3
wildfire,32.95,29.7,88.7,coastal,1100.5,0.131,7,46.57
wildfire,61.51,35.8,307.8,flat,2968.2,0.353,20,81.81
wildfire,45.97,19.5,136.4,mountainous,2096.4,0.583,24,52.36
wildfire,3.2,4.8,207.8,coastal,1029.9,0.876,13,3.49
wildfire,22.61,0.0,152.7,mountainous,439.4,0.356,1,22.61
flood,3.87,42.9,99.5,flat,560.6,0.506,2,11.12
flood,62.58,32.7,133.2,hilly,823.2,0.692,17,121.85
wildfire,1.19,21.0,32.9,urban,2927.3,0.012,16,1.19
flood,8.78,10.5,188.4,urban,371.5,0.709,7,11.0
flood,88.37,51.0,310.8,coastal,913.6,0.15,23,236.38
flood,120.81,28.7,238.6,mountainous,1209.0,0.727,17,300.77
flood,193.19,24.0,79.7,hilly,1735.0,0.174,2,279.12
wildfire,13.97,44.4,333.4,flat,742.0,0.719,1,28.15
wildfire,76.23,26.1,292.6,mountainous,850.7,0.376,24,102.73
wildfire,174.52,2.1,137.9,urban,1261.9,0.821,15,204.66
wildfire,26.98,27.6,328.8,coastal,1715.4,0.006,18,28.25
wildfire,39.24,21.3,244.6,flat,2923.8,0.426,8,39.24
wildfire,63.28,15.8,229.5,coastal,1114.2,0.619,2,94.84
wildfire,24.12,48.1,222.2,coastal,28.5,0.157,11,46.67
flood,9.55,22.6,208.7,coastal,1428.6,0.048,20,15.35
wildfire,231.79,19.9,304.7,mountainous,2305.4,0.917,16,295.78
flood,7.29,27.4,169.9,flat,272.6,0.669,18,19.1
flood,42.54,41.5,329.6,forested,2143.1,0.305,10,83.14
flood,176.34,21.3,158.5,forested,1322.3,0.958,3,487.99
flood,172.36,16.3,143.7,coastal,1375.1,0.708,17,245.25
wildfire,68.5,30.4,333.2,mountainous,214.3,0.304,8,107.88
flood,15.55,50.7,305.7,flat,1270.4,0.953,25,42.16
flood,134.86,43.9,239.4,urban,2437.4,0.531,1,214.74
flood,52.16,21.8,193.2,mountainous,1697.7,0.175,6,69.98
flood,141.45,24.7,186.8,forested,1113.0,0.994,27,369.94
flood,48.75,21.9,74.1,forested,2851.9,0.984,15,95.63
wildfire,80.13,25.7,273.1,mountainous,852.7,0.203,20,111.64
wildfire,21.06,0.7,301.4,hilly,1381.3,0.488,27,21.06
wildfire,42.07,27.3,144.4,flat,2067.0,0.569,10,42.07
flood,37.62,37.0,153.3,mountainous,417.6,0.699,10,70.48
wildfire,49.69,20.9,264.4,coastal,2354.8,0.649,25,49.69
wildfire,128.93,30.4,319.3,urban,2015.0,0.774,11,140.4
wildfire,32.07,20.3,331.2,coastal,558.5,0.135,1,37.03
wildfire,6.11,67.5,25.7,hilly,978.8,0.78,17,19.62
flood,16.58,50.0,179.3,mountainous,1794.1,0.177,15,28.73
wildfire,86.04,34.4,333.9,forested,1746.7,0.576,2,124.59
wildfire,2.3,27.7,356.6,forested,710.2,0.796,22,4.29
flood,27.71,16.0,276.6,mountainous,943.3,0.453,25,43.73
flood,51.04,30.6,171.0,urban,519.2,0.39,20,99.65
wildfire,97.75,29.3,84.8,urban,44.3,0.252,17,132.15
flood,18.71,25.9,126.7,hilly,833.6,0.647,27,25.37
wildfire,11.86,27.2,259.9,flat,1427.8,0.761,17,21.93
flood,126.3,31.4,64.1,mountainous,1641.2,0.647,26,133.87
flood,52.08,34.5,54.5,mountainous,2237.3,0.618,22,112.87
wildfire,7.57,38.9,39.0,mountainous,1270.4,0.581,14,10.43
wildfire,100.03,6.4,345.2,mountainous,2355.9,0.586,9,100.03
wildfire,97.83,9.8,22.9,forested,1823.3,0.28,28,97.83
flood,16.25,24.2,71.5,forested,1707.5,0.195,15,33.68
flood,82.18,0.0,289.1,forested,892.2,0.573,8,100.37
wildfire,43.42,10.7,3.6,forested,895.2,0.779,26,54.54
wildfire,78.49,37.2,275.2,hilly,2008.6,0.251,22,82.92
wildfire,141.7,18.3,260.5,hilly,2187.8,0.234,8,141.7
wildfire,54.75,36.4,62.7,urban,2103.3,0.101,2,60.32
wildfire,95.33,26.5,26.6,flat,2562.6,0.879,3,95.33
wildfire,13.24,21.1,144.9,urban,1810.9,0.589,6,15.13
flood,38.82,16.4,242.5,hilly,2284.8,0.854,18,57.63
wildfire,48.34,0.0,198.9,coastal,1586.4,0.138,23,48.34
flood,69.64,33.8,150.2,hilly,1137.0,0.716,4,105.22
wildfire,13.49,8.8,23.5,forested,2486.0,0.784,13,16.9
wildfire,59.69,31.2,152.8,hilly,2756.0,0.484,24,61.9
flood,82.23,30.1,12.0,hilly,511.5,0.701,9,192.32
flood,2.74,5.3,193.2,flat,646.6,0.715,10,3.92
wildfire,68.6,15.1,230.0,coastal,2467.5,0.628,22,68.6
flood,122.57,5.1,2.3,urban,1626.5,0.566,19,155.8
flood,21.83,2.2,229.0,mountainous,1705.0,0.048,7,23.55
flood,42.18,18.1,254.3,flat,1049.0,0.621,26,83.9
wildfire,45.79,0.0,272.9,hilly,1338.0,0.678,5,53.4
wildfire,213.15,21.9,134.5,mountainous,2467.6,0.918,1,213.15
flood,139.15,25.3,236.5,forested,1007.3,0.66,15,339.86
wildfire,82.83,13.3,42.6,hilly,445.5,0.837,14,134.37
wildfire,90.63,39.4,334.4,coastal,353.7,0.121,20,160.15
wildfire,71.22,48.3,359.0,urban,1423.1,0.504,20,94.15
flood,2.79,38.7,303.6,hilly,1058.3,0.202,3,5.51
wildfire,107.07,25.5,12.1,urban,1604.0,0.368,21,107.07
wildfire,36.15,9.3,147.0,hilly,1815.4,0.772,3,40.36
flood,5.44,24.6,163.7,forested,1098.5,0.573,19,10.89
